Sample in Buffer,Sample in Window,TRIGGER,u_ila_adc/probe[63:0]
69,69,0,483cf00000000000
70,70,0,483cf00000000000
71,71,0,481cf80000000004
72,72,0,481cf80000000004
73,73,0,481cf80000000000
74,74,0,691cf80000000000
75,75,0,6c1cf80000000004
76,76,0,6c1cf80000000004
77,77,0,6c1cf80000000000
78,78,0,6c1cf80000000000
79,79,0,6c1cf80000000004
80,80,0,6c1cf80000000004
81,81,0,6c1cf80000000000
82,82,0,6c1cf80000000000
83,83,0,685cf80000000004
84,84,0,685cf80000000004
85,85,0,685cf80000000000
86,86,0,685cf80000000000
87,87,0,681cf80000000004
88,88,0,681cf80000000004
89,89,0,489cf80000000000
90,90,0,4a1cf80000000000
91,91,0,4a1cf80000000004
92,92,0,4a1cf80000000004
93,93,0,4a1cf80000000000
94,94,0,4a1cf80000000000
95,95,0,4a1cf80000000004
96,96,0,4a1cf80000000004
97,97,0,4a1cf80000000000
98,98,0,481cf80000000000
99,99,0,483cf80000000004
100,100,0,483cf80000000004
101,101,0,483cf80000000000
102,102,0,483cf80000000000
103,103,0,481d000000000004
104,104,0,691d000000000004
105,105,0,6c1d000000000000
106,106,0,6c1d000000000000
107,107,0,6c1d000000000004
108,108,0,6c1d000000000004
109,109,0,6c1d000000000000
110,110,0,6c1d000000000000
111,111,0,6c5d000000000004
112,112,0,6c5d000000000004
113,113,0,685d000000000000
114,114,0,685d000000000000
115,115,0,681d000000000004
116,116,0,681d000000000004
117,117,0,681d000000000000
118,118,0,681d000000000000
119,119,0,489d000000000004
120,120,0,4a1d000000000004
121,121,0,4a1d000000000000
122,122,0,4a1d000000000000
123,123,0,4a1d000000000004
124,124,0,4a1d000000000004
125,125,0,4a1d000000000000
126,126,0,4a1d000000000000
127,127,0,4a3d000000000004
128,128,0,483d000000000004
129,129,0,483d000000000000
130,130,0,483d000000000000
131,131,0,481d080000000004
132,132,0,481d080000000004
133,133,0,481d080000000000
134,134,0,691d080000000000
135,135,0,6c1d080000000004
136,136,0,6c1d080000000004
137,137,0,6c1d080000000000
138,138,0,6c1d080000000000
139,139,0,6c1d080000000004
140,140,0,6c1d080000000004
141,141,0,6c1d080000000000
142,142,0,6c1d080000000000
143,143,0,685d080000000004
144,144,0,685d080000000004
145,145,0,685d080000000000
146,146,0,685d080000000000
147,147,0,681d080000000004
148,148,0,681d080000000004
149,149,0,489d080000000000
150,150,0,4a1d080000000000
151,151,0,4a1d080000000004
152,152,0,4a1d080000000004
153,153,0,4a1d080000000000
154,154,0,4a1d080000000000
155,155,0,4a1d080000000004
156,156,0,4a1d080000000004
157,157,0,4a1d080000000000
158,158,0,481d080000000000
159,159,0,483d080000000004
160,160,0,483d080000000004
161,161,0,483d080000000000
162,162,0,483d080000000000
163,163,0,481d100000000004
164,164,0,691d100000000004
165,165,0,6c1d100000000000
166,166,0,6c1d100000000000
167,167,0,6c1d100000000004
168,168,0,6c1d100000000004
169,169,0,6c1d100000000000
170,170,0,6c1d100000000000
171,171,0,6c5d100000000004
172,172,0,6c5d100000000004
173,173,0,685d100000000000
174,174,0,685d100000000000
175,175,0,681d100000000004
176,176,0,681d100000000004
177,177,0,681d100000000000
178,178,0,681d100000000000
179,179,0,489d100000000004
180,180,0,4a1d100000000004
181,181,0,4a1d100000000000
182,182,0,4a1d100000000000
183,183,0,4a1d100000000004
184,184,0,4a1d100000000004
185,185,0,4a1d100000000000
186,186,0,4a1d100000000000
187,187,0,4a3d100000000004
188,188,0,483d100000000004
189,189,0,483d100000000000
190,190,0,483d100000000000
191,191,0,481d180000000004
192,192,0,481d180000000004
193,193,0,481d180000000000
194,194,0,691d180000000000
195,195,0,6c1d180000000004
196,196,0,6c1d180000000004
197,197,0,6c1d180000000000
198,198,0,6c1d180000000000
199,199,0,6c1d180000000004
200,200,0,6c1d180000000004
201,201,0,6c1d180000000000
202,202,0,6c1d180000000000
203,203,0,685d180000000004
204,204,0,685d180000000004
205,205,0,685d180000000000
206,206,0,685d180000000000
207,207,0,681d180000000004
208,208,0,681d180000000004
209,209,0,489d180000000000
210,210,0,4a1d180000000000
211,211,0,4a1d180000000004
212,212,0,4a1d180000000004
213,213,0,4a1d180000000000
214,214,0,4a1d180000000000
215,215,0,4a1d180000000004
216,216,0,4a1d180000000004
217,217,0,4a1d180000000000
218,218,0,481d180000000000
219,219,0,483d180000000004
220,220,0,483d180000000004
221,221,0,483d180000000000
222,222,0,483d180000000000
223,223,0,481d200000000004
224,224,0,691d200000000004
225,225,0,6c1d200000000000
226,226,0,6c1d200000000000
227,227,0,6c1d200000000004
228,228,0,6c1d200000000004
229,229,0,6c1d200000000000
230,230,0,6c1d200000000000
231,231,0,6c5d200000000004
232,232,0,6c5d200000000004
233,233,0,685d200000000000
234,234,0,685d200000000000
235,235,0,681d200000000004
236,236,0,681d200000000004
237,237,0,681d200000000000
238,238,0,681d200000000000
239,239,0,489d200000000004
240,240,0,4a1d200000000004
241,241,0,4a1d200000000000
242,242,0,4a1d200000000000
243,243,0,4a1d200000000004
244,244,0,4a1d200000000004
245,245,0,4a1d200000000000
246,246,0,4a1d200000000000
247,247,0,4a3d200000000004
248,248,0,483d200000000004
249,249,0,483d200000000000
250,250,0,483d200000000000
251,251,0,481d280000000004
252,252,0,481d280000000004
253,253,0,481d280000000000
254,254,0,691d280000000000
255,255,0,6c1d280000000004
256,256,0,6c1d280000000004
257,257,0,6c1d280000000000
258,258,0,6c1d280000000000
259,259,0,6c1d280000000004
260,260,0,6c1d280000000004
261,261,0,6c1d280000000000
262,262,0,6c1d280000000000
263,263,0,685d280000000004
264,264,0,685d280000000004
265,265,0,685d280000000000
266,266,0,685d280000000000
267,267,0,681d280000000004
268,268,0,681d280000000004
269,269,0,489d280000000000
270,270,0,4a1d280000000000
271,271,0,4a1d280000000004
272,272,0,4a1d280000000004
273,273,0,4a1d280000000000
274,274,0,4a1d280000000000
275,275,0,4a1d280000000004
276,276,0,4a1d280000000004
277,277,0,4a1d280000000000
278,278,0,481d280000000000
279,279,0,483d280000000004
280,280,0,483d280000000004
281,281,0,483d280000000000
282,282,0,483d280000000000
283,283,0,481d300000000004
284,284,0,691d300000000004
285,285,0,6c1d300000000000
286,286,0,6c1d300000000000
287,287,0,6c1d300000000004
288,288,0,6c1d300000000004
289,289,0,6c1d300000000000
290,290,0,6c1d300000000000
291,291,0,6c5d300000000004
292,292,0,6c5d300000000004
293,293,0,685d300000000000
294,294,0,685d300000000000
295,295,0,681d300000000004
296,296,0,681d300000000004
297,297,0,681d300000000000
298,298,0,681d300000000000
299,299,0,489d300000000004
300,300,0,4a1d300000000004
301,301,0,4a1d300000000000
302,302,0,4a1d300000000000
303,303,0,4a1d300000000004
304,304,0,4a1d300000000004
305,305,0,4a1d300000000000
306,306,0,4a1d300000000000
307,307,0,4a3d300000000004
308,308,0,483d300000000004
309,309,0,483d300000000000
310,310,0,483d300000000000
311,311,0,481d380000000004
312,312,0,481d380000000004
313,313,0,481d380000000000
314,314,0,691d380000000000
315,315,0,6c1d380000000004
316,316,0,6c1d380000000004
317,317,0,6c1d380000000000
318,318,0,6c1d380000000000
319,319,0,6c1d380000000004
320,320,0,6c1d380000000004
321,321,0,6c1d380000000000
322,322,0,6c1d380000000000
323,323,0,685d380000000004
324,324,0,685d380000000004
325,325,0,685d380000000000
326,326,0,685d380000000000
327,327,0,681d380000000004
328,328,0,681d380000000004
329,329,0,489d380000000000
330,330,0,4a1d380000000000
331,331,0,4a1d380000000004
332,332,0,4a1d380000000004
333,333,0,4a1d380000000000
334,334,0,4a1d380000000000
335,335,0,4a1d380000000004
336,336,0,4a1d380000000004
337,337,0,4a1d380000000000
338,338,0,481d380000000000
339,339,0,483d380000000004
340,340,0,483d380000000004
341,341,0,483d380000000000
342,342,0,483d380000000000
343,343,0,481d400000000004
344,344,0,691d400000000004
345,345,0,6c1d400000000000
346,346,0,6c1d400000000000
347,347,0,6c1d400000000004
348,348,0,6c1d400000000004
349,349,0,6c1d400000000000
350,350,0,6c1d400000000000
351,351,0,6c5d400000000004
352,352,0,6c5d400000000004
353,353,0,685d400000000000
354,354,0,685d400000000000
355,355,0,681d400000000004
356,356,0,681d400000000004
357,357,0,681d400000000000
358,358,0,681d400000000000
359,359,0,489d400000000004
360,360,0,4a1d400000000004
361,361,0,4a1d400000000000
362,362,0,4a1d400000000000
363,363,0,4a1d400000000004
364,364,0,4a1d400000000004
365,365,0,4a1d400000000000
366,366,0,4a1d400000000000
367,367,0,4a3d400000000004
368,368,0,483d400000000004
369,369,0,483d400000000000
370,370,0,483d400000000000
371,371,0,481d480000000004
372,372,0,481d480000000004
373,373,0,481d480000000000
374,374,0,691d480000000000
375,375,0,6c1d480000000004
376,376,0,6c1d480000000004
377,377,0,6c1d480000000000
378,378,0,6c1d480000000000
379,379,0,6c1d480000000004
380,380,0,6c1d480000000004
381,381,0,6c1d480000000000
382,382,0,6c1d480000000000
383,383,0,685d480000000004
384,384,0,685d480000000004
385,385,0,685d480000000000
386,386,0,685d480000000000
387,387,0,681d480000000004
388,388,0,681d480000000004
389,389,0,489d480000000000
390,390,0,4a1d480000000000
391,391,0,4a1d480000000004
392,392,0,4a1d480000000004
393,393,0,4a1d480000000000
394,394,0,4a1d480000000000
395,395,0,4a1d480000000004
396,396,0,4a1d480000000004
397,397,0,4a1d480000000000
398,398,0,481d480000000000
399,399,0,483d480000000004
400,400,0,483d480000000004
401,401,0,483d480000000000
402,402,0,483d480000000000
403,403,0,481d500000000004
404,404,0,691d500000000004
405,405,0,6c1d500000000000
406,406,0,6c1d500000000000
407,407,0,6c1d500000000004
408,408,0,6c1d500000000004
409,409,0,6c1d500000000000
410,410,0,6c1d500000000000
411,411,0,6c5d500000000004
412,412,0,6c5d500000000004
413,413,0,685d500000000000
414,414,0,685d500000000000
415,415,0,681d500000000004
416,416,0,681d500000000004
417,417,0,681d500000000000
418,418,0,681d500000000000
419,419,0,489d500000000004
420,420,0,4a1d500000000004
421,421,0,4a1d500000000000
422,422,0,4a1d500000000000
423,423,0,4a1d500000000004
424,424,0,4a1d500000000004
425,425,0,4a1d500000000000
426,426,0,4a1d500000000000
427,427,0,4a3d500000000004
428,428,0,483d500000000004
429,429,0,483d500000000000
430,430,0,483d500000000000
431,431,0,481d580000000004
432,432,0,481d580000000004
433,433,0,481d580000000000
434,434,0,691d580000000000
435,435,0,6c1d580000000004
436,436,0,6c1d580000000004
437,437,0,6c1d580000000000
438,438,0,6c1d580000000000
439,439,0,6c1d580000000004
440,440,0,6c1d580000000004
441,441,0,6c1d580000000000
442,442,0,6c1d580000000000
443,443,0,685d580000000004
444,444,0,685d580000000004
445,445,0,685d580000000000
446,446,0,685d580000000000
447,447,0,681d580000000004
448,448,0,681d580000000004
449,449,0,489d580000000000
450,450,0,4a1d580000000000
451,451,0,4a1d580000000004
452,452,0,4a1d580000000004
453,453,0,4a1d580000000000
454,454,0,4a1d580000000000
455,455,0,4a1d580000000004
456,456,0,4a1d580000000004
457,457,0,4a1d580000000000
458,458,0,481d580000000000
459,459,0,483d580000000004
460,460,0,483d580000000004
461,461,0,483d580000000000
462,462,0,483d580000000000
463,463,0,481d600000000004
464,464,0,691d600000000004
465,465,0,6c1d600000000000
466,466,0,6c1d600000000000
467,467,0,6c1d600000000004
468,468,0,6c1d600000000004
469,469,0,6c1d600000000000
470,470,0,6c1d600000000000
471,471,0,6c5d600000000004
472,472,0,6c5d600000000004
473,473,0,685d600000000000
474,474,0,685d600000000000
475,475,0,681d600000000004
476,476,0,681d600000000004
477,477,0,681d600000000000
478,478,0,681d600000000000
479,479,0,489d600000000004
480,480,0,4a1d600000000004
481,481,0,4a1d600000000000
482,482,0,4a1d600000000000
483,483,0,4a1d600000000004
484,484,0,4a1d600000000004
485,485,0,4a1d600000000000
486,486,0,4a1d600000000000
487,487,0,4a3d600000000004
488,488,0,483d600000000004
489,489,0,483d600000000000
490,490,0,483d600000000000
491,491,0,481d680000000004
492,492,0,481d680000000004
493,493,0,481d680000000000
494,494,0,691d680000000000
495,495,0,6c1d680000000004
496,496,0,6c1d680000000004
497,497,0,6c1d680000000000
498,498,0,6c1d680000000000
499,499,0,6c1d680000000004
500,500,0,6c1d680000000004
501,501,0,6c1d680000000000
502,502,0,6c1d680000000000
503,503,0,685d680000000004
504,504,0,685d680000000004
505,505,0,685d680000000000
506,506,0,685d680000000000
507,507,0,681d680000000004
508,508,0,681d680000000004
509,509,0,489d680000000000
510,510,0,4a1d680000000000
511,511,0,4a1d680000000004
512,512,0,4a1d680000000004
513,513,0,4a1d680000000000
514,514,0,4a1d680000000000
515,515,0,4a1d680000000004
516,516,0,4a1d680000000004
517,517,0,4a1d680000000000
518,518,0,481d680000000000
519,519,0,483d680000000004
520,520,0,483d680000000004
521,521,0,483d680000000000
522,522,0,483d680000000000
523,523,0,481d700000000004
524,524,0,691d700000000004
525,525,0,6c1d700000000000
526,526,0,6c1d700000000000
527,527,0,6c1d700000000004
528,528,0,6c1d700000000004
529,529,0,6c1d700000000000
530,530,0,6c1d700000000000
531,531,0,6c5d700000000004
532,532,0,6c5d700000000004
533,533,0,685d700000000000
534,534,0,685d700000000000
535,535,0,681d700000000004
536,536,0,681d700000000004
537,537,0,681d700000000000
538,538,0,681d700000000000
539,539,0,489d700000000004
540,540,0,4a1d700000000004
541,541,0,4a1d700000000000
542,542,0,4a1d700000000000
543,543,0,4a1d700000000004
544,544,0,4a1d700000000004
545,545,0,4a1d700000000000
546,546,0,4a1d700000000000
547,547,0,4a3d700000000004
548,548,0,483d700000000004
549,549,0,483d700000000000
550,550,0,483d700000000000
551,551,0,481d780000000004
552,552,0,481d780000000004
553,553,0,481d780000000000
554,554,0,691d780000000000
555,555,0,6c1d780000000004
556,556,0,6c1d780000000004
557,557,0,6c1d780000000000
558,558,0,6c1d780000000000
559,559,0,6c1d780000000004
560,560,0,6c1d780000000004
561,561,0,6c1d780000000000
562,562,0,6c1d780000000000
563,563,0,685d780000000004
564,564,0,685d780000000004
565,565,0,685d780000000000
566,566,0,685d780000000000
567,567,0,681d780000000004
568,568,0,681d780000000004
569,569,0,489d780000000000
570,570,0,4a1d780000000000
571,571,0,4a1d780000000004
572,572,0,4a1d780000000004
573,573,0,4a1d780000000000
574,574,0,4a1d780000000000
575,575,0,4a1d780000000004
576,576,0,4a1d780000000004
577,577,0,4a1d780000000000
578,578,0,481d780000000000
579,579,0,483d780000000004
580,580,0,483d780000000004
581,581,0,483d780000000000
582,582,0,483d780000000000
583,583,0,481d800000000004
584,584,0,691d800000000004
585,585,0,6c1d800000000000
586,586,0,6c1d800000000000
587,587,0,6c1d800000000004
588,588,0,6c1d800000000004
589,589,0,6c1d800000000000
590,590,0,6c1d800000000000
591,591,0,6c5d800000000004
592,592,0,6c5d800000000004
593,593,0,685d800000000000
594,594,0,685d800000000000
595,595,0,681d800000000004
596,596,0,681d800000000004
597,597,0,681d800000000000
598,598,0,681d800000000000
599,599,0,489d800000000004
600,600,0,4a1d800000000004
601,601,0,4a1d800000000000
602,602,0,4a1d800000000000
603,603,0,4a1d800000000004
604,604,0,4a1d800000000004
605,605,0,4a1d800000000000
606,606,0,4a1d800000000000
607,607,0,4a3d800000000004
608,608,0,483d800000000004
609,609,0,483d800000000000
610,610,0,483d800000000000
611,611,0,481d880000000004
612,612,0,481d880000000004
613,613,0,481d880000000000
614,614,0,691d880000000000
615,615,0,6c1d880000000004
616,616,0,6c1d880000000004
617,617,0,6c1d880000000000
618,618,0,6c1d880000000000
619,619,0,6c1d880000000004
620,620,0,6c1d880000000004
621,621,0,6c1d880000000000
622,622,0,6c1d880000000000
623,623,0,685d880000000004
624,624,0,685d880000000004
625,625,0,685d880000000000
626,626,0,685d880000000000
627,627,0,681d880000000004
628,628,0,681d880000000004
629,629,0,489d880000000000
630,630,0,4a1d880000000000
631,631,0,4a1d880000000004
632,632,0,4a1d880000000004
633,633,0,4a1d880000000000
634,634,0,4a1d880000000000
635,635,0,4a1d880000000004
636,636,0,4a1d880000000004
637,637,0,4a1d880000000000
638,638,0,481d880000000000
639,639,0,483d880000000004
640,640,0,483d880000000004
641,641,0,483d880000000000
642,642,0,483d880000000000
643,643,0,481d900000000004
644,644,0,691d900000000004
645,645,0,6c1d900000000000
646,646,0,6c1d900000000000
647,647,0,6c1d900000000004
648,648,0,6c1d900000000004
649,649,0,6c1d900000000000
650,650,0,6c1d900000000000
651,651,0,6c5d900000000004
652,652,0,6c5d900000000004
653,653,0,685d900000000000
654,654,0,685d900000000000
655,655,0,681d900000000004
656,656,0,681d900000000004
657,657,0,681d900000000000
658,658,0,681d900000000000
659,659,0,489d900000000004
660,660,0,4a1d900000000004
661,661,0,4a1d900000000000
662,662,0,4a1d900000000000
663,663,0,4a1d900000000004
664,664,0,4a1d900000000004
665,665,0,4a1d900000000000
666,666,0,4a1d900000000000
667,667,0,4a3d900000000004
668,668,0,483d900000000004
669,669,0,483d900000000000
670,670,0,483d900000000000
671,671,0,481d980000000004
672,672,0,481d980000000004
673,673,0,481d980000000000
674,674,0,691d980000000000
675,675,0,6c1d980000000004
676,676,0,6c1d980000000004
677,677,0,6c1d980000000000
678,678,0,6c1d980000000000
679,679,0,6c1d980000000004
680,680,0,6c1d980000000004
681,681,0,6c1d980000000000
682,682,0,6c1d980000000000
683,683,0,685d980000000004
684,684,0,685d980000000004
685,685,0,685d980000000000
686,686,0,685d980000000000
687,687,0,681d980000000004
688,688,0,681d980000000004
689,689,0,489d980000000000
690,690,0,4a1d980000000000
691,691,0,4a1d980000000004
692,692,0,4a1d980000000004
693,693,0,4a1d980000000000
694,694,0,4a1d980000000000
695,695,0,4a1d980000000004
696,696,0,4a1d980000000004
697,697,0,4a1d980000000000
698,698,0,481d980000000000
699,699,0,483d980000000004
700,700,0,483d980000000004
701,701,0,483d980000000000
702,702,0,483d980000000000
703,703,0,481da00000000004
704,704,0,691da00000000004
705,705,0,6c1da00000000000
706,706,0,6c1da00000000000
707,707,0,6c1da00000000004
708,708,0,6c1da00000000004
709,709,0,6c1da00000000000
710,710,0,6c1da00000000000
711,711,0,6c5da00000000004
712,712,0,6c5da00000000004
713,713,0,685da00000000000
714,714,0,685da00000000000
715,715,0,681da00000000004
716,716,0,681da00000000004
717,717,0,681da00000000000
718,718,0,681da00000000000
719,719,0,489da00000000004
720,720,0,4a1da00000000004
721,721,0,4a1da00000000000
722,722,0,4a1da00000000000
723,723,0,4a1da00000000004
724,724,0,4a1da00000000004
725,725,0,4a1da00000000000
726,726,0,4a1da00000000000
727,727,0,4a3da00000000004
728,728,0,483da00000000004
729,729,0,483da00000000000
730,730,0,483da00000000000
731,731,0,481da80000000004
732,732,0,481da80000000004
733,733,0,481da80000000000
734,734,0,691da80000000000
735,735,0,6c1da80000000004
736,736,0,6c1da80000000004
737,737,0,6c1da80000000000
738,738,0,6c1da80000000000
739,739,0,6c1da80000000004
740,740,0,6c1da80000000004
741,741,0,6c1da80000000000
742,742,0,6c1da80000000000
743,743,0,685da80000000004
744,744,0,685da80000000004
745,745,0,685da80000000000
746,746,0,685da80000000000
747,747,0,681da80000000004
748,748,0,681da80000000004
749,749,0,489da80000000000
750,750,0,4a1da80000000000
751,751,0,4a1da80000000004
752,752,0,4a1da80000000004
753,753,0,4a1da80000000000
754,754,0,4a1da80000000000
755,755,0,4a1da80000000004
756,756,0,4a1da80000000004
757,757,0,4a1da80000000000
758,758,0,481da80000000000
759,759,0,483da80000000004
760,760,0,483da80000000004
761,761,0,483da80000000000
762,762,0,483da80000000000
763,763,0,481db00000000004
764,764,0,691db00000000004
765,765,0,6c1db00000000000
766,766,0,6c1db00000000000
767,767,0,6c1db00000000004
768,768,0,6c1db00000000004
769,769,0,6c1db00000000000
770,770,0,6c1db00000000000
771,771,0,6c5db00000000004
772,772,0,6c5db00000000004
773,773,0,685db00000000000
774,774,0,685db00000000000
775,775,0,681db00000000004
776,776,0,681db00000000004
777,777,0,681db00000000000
778,778,0,681db00000000000
779,779,0,489db00000000004
780,780,0,4a1db00000000004
781,781,0,4a1db00000000000
782,782,0,4a1db00000000000
783,783,0,4a1db00000000004
784,784,0,4a1db00000000004
785,785,0,4a1db00000000000
786,786,0,4a1db00000000000
787,787,0,4a3db00000000004
788,788,0,483db00000000004
789,789,0,483db00000000000
790,790,0,483db00000000000
791,791,0,481db80000000004
792,792,0,481db80000000004
793,793,0,481db80000000000
794,794,0,691db80000000000
795,795,0,6c1db80000000004
796,796,0,6c1db80000000004
797,797,0,6c1db80000000000
798,798,0,6c1db80000000000
799,799,0,6c1db80000000004
800,800,0,6c1db80000000004
801,801,0,6c1db80000000000
802,802,0,6c1db80000000000
803,803,0,685db80000000004
804,804,0,685db80000000004
805,805,0,685db80000000000
806,806,0,685db80000000000
807,807,0,681db80000000004
808,808,0,681db80000000004
809,809,0,489db80000000000
810,810,0,4a1db80000000000
811,811,0,4a1db80000000004
812,812,0,4a1db80000000004
813,813,0,4a1db80000000000
814,814,0,4a1db80000000000
815,815,0,4a1db80000000004
816,816,0,4a1db80000000004
817,817,0,4a1db80000000000
818,818,0,481db80000000000
819,819,0,483db80000000004
820,820,0,483db80000000004
821,821,0,483db80000000000
822,822,0,483db80000000000
823,823,0,481dc00000000004
824,824,0,691dc00000000004
825,825,0,6c1dc00000000000
826,826,0,6c1dc00000000000
827,827,0,6c1dc00000000004
828,828,0,6c1dc00000000004
829,829,0,6c1dc00000000000
830,830,0,6c1dc00000000000
831,831,0,6c5dc00000000004
832,832,0,6c5dc00000000004
833,833,0,685dc00000000000
834,834,0,685dc00000000000
835,835,0,681dc00000000004
836,836,0,681dc00000000004
837,837,0,681dc00000000000
838,838,0,681dc00000000000
839,839,0,489dc00000000004
840,840,0,4a1dc00000000004
841,841,0,4a1dc00000000000
842,842,0,4a1dc00000000000
843,843,0,4a1dc00000000004
844,844,0,4a1dc00000000004
845,845,0,4a1dc00000000000
846,846,0,4a1dc00000000000
847,847,0,4a3dc00000000004
848,848,0,483dc00000000004
849,849,0,483dc00000000000
850,850,0,483dc00000000000
851,851,0,481dc80000000004
852,852,0,481dc80000000004
853,853,0,481dc80000000000
854,854,0,691dc80000000000
855,855,0,6c1dc80000000004
856,856,0,6c1dc80000000004
857,857,0,6c1dc80000000000
858,858,0,6c1dc80000000000
859,859,0,6c1dc80000000004
860,860,0,6c1dc80000000004
861,861,0,6c1dc80000000000
862,862,0,6c1dc80000000000
863,863,0,685dc80000000004
864,864,0,685dc80000000004
865,865,0,685dc80000000000
866,866,0,685dc80000000000
867,867,0,681dc80000000004
868,868,0,681dc80000000004
869,869,0,489dc80000000000
870,870,0,4a1dc80000000000
871,871,0,4a1dc80000000004
872,872,0,4a1dc80000000004
873,873,0,4a1dc80000000000
874,874,0,4a1dc80000000000
875,875,0,4a1dc80000000004
876,876,0,4a1dc80000000004
877,877,0,4a1dc80000000000
878,878,0,481dc80000000000
879,879,0,483dc80000000004
880,880,0,483dc80000000004
881,881,0,483dc80000000000
882,882,0,483dc80000000000
883,883,0,481dd00000000004
884,884,0,691dd00000000004
885,885,0,6c1dd00000000000
886,886,0,6c1dd00000000000
887,887,0,6c1dd00000000004
888,888,0,6c1dd00000000004
889,889,0,6c1dd00000000000
890,890,0,6c1dd00000000000
891,891,0,6c5dd00000000004
892,892,0,6c5dd00000000004
893,893,0,685dd00000000000
894,894,0,685dd00000000000
895,895,0,681dd00000000004
896,896,0,681dd00000000004
897,897,0,681dd00000000000
898,898,0,681dd00000000000
899,899,0,489dd00000000004
900,900,0,4a1dd00000000004
901,901,0,4a1dd00000000000
902,902,0,4a1dd00000000000
903,903,0,4a1dd00000000004
904,904,0,4a1dd00000000004
905,905,0,4a1dd00000000000
906,906,0,4a1dd00000000000
907,907,0,4a3dd00000000004
908,908,0,483dd00000000004
909,909,0,483dd00000000000
910,910,0,483dd00000000000
911,911,0,481dd80000000004
912,912,0,481dd80000000004
913,913,0,481dd80000000000
914,914,0,691dd80000000000
915,915,0,6c1dd80000000004
916,916,0,6c1dd80000000004
917,917,0,6c1dd80000000000
918,918,0,6c1dd80000000000
919,919,0,6c1dd80000000004
920,920,0,6c1dd80000000004
921,921,0,6c1dd80000000000
922,922,0,6c1dd80000000000
923,923,0,685dd80000000004
924,924,0,685dd80000000004
925,925,0,685dd80000000000
926,926,0,685dd80000000000
927,927,0,681dd80000000004
928,928,0,681dd80000000004
929,929,0,489dd80000000000
930,930,0,4a1dd80000000000
931,931,0,4a1dd80000000004
932,932,0,4a1dd80000000004
933,933,0,4a1dd80000000000
934,934,0,4a1dd80000000000
935,935,0,4a1dd80000000004
936,936,0,4a1dd80000000004
937,937,0,4a1dd80000000000
938,938,0,481dd80000000000
939,939,0,483dd80000000004
940,940,0,483dd80000000004
941,941,0,483dd80000000000
942,942,0,483dd80000000000
943,943,0,481de00000000004
944,944,0,691de00000000004
945,945,0,6c1de00000000000
946,946,0,6c1de00000000000
947,947,0,6c1de00000000004
948,948,0,6c1de00000000004
949,949,0,6c1de00000000000
950,950,0,6c1de00000000000
951,951,0,6c5de00000000004
952,952,0,6c5de00000000004
953,953,0,685de00000000000
954,954,0,685de00000000000
955,955,0,681de00000000004
956,956,0,681de00000000004
957,957,0,681de00000000000
958,958,0,681de00000000000
959,959,0,489de00000000004
960,960,0,4a1de00000000004
961,961,0,4a1de00000000000
962,962,0,4a1de00000000000
963,963,0,4a1de00000000004
964,964,0,4a1de00000000004
965,965,0,4a1de00000000000
966,966,0,4a1de00000000000
967,967,0,4a3de00000000004
968,968,0,483de00000000004
969,969,0,483de00000000000
970,970,0,483de00000000000
